"","Leader","TeamNumber","ID","Mach_1","Mach_2","Mach_3","Mach_4","Mach_5","Mach_6","Mach_7","Mach_8","Mach_9","Mach_10","Mach_11","Mach_12","Mach_13","Mach_14","Mach_15","Mach_16","Mach_17","Mach_18","Mach_19","Mach_20","TeamPerformance_1","TeamPerformance_2","TeamPerformance_3","TeamPerformance_4","TeamInnovation_1","TeamInnovation_2","TeamInnovation_3","TeamInnovation_4","Psycho1","Psycho2","Psycho3","Psycho4","Narc1","Narc2","Narc3","Narc4","Progroup_unethical_1","Progroup_unethical_2","Progroup_unethical_3","Progroup_unethical_4","Progroup_unethical_5","Big5_1","Big5_2","Big5_3","Big5_4","Big5_5","Big5_6","Big5_7","Big5_8","Big5_9","Big5_10","Big5_11","Big5_12","Big5_13","Big5_14","Big5_15","Big5_16","Big5_17","Big5_18","Big5_19","Big5_20","Big5_21","Big5_22","Big5_23","Big5_24","Big5_25","Big5_26","Big5_27","Big5_28","Big5_29","Big5_30","Big5_31","Big5_32","Big5_33","Big5_34","Big5_35","Big5_36","Big5_37","Big5_38","Big5_39","Big5_40","Big5_41","Big5_42","Big5_43","Big5_44","LeaderEffectiveness_1","LeaderEffectiveness_2","LeaderEffectiveness_3","LeaderEffectiveness_4","HelpingBehavior_1","HelpingBehavior_2","HelpingBehavior_3","HelpingBehavior_4","HelpingBehavior_5","HelpingBehavior_6","HelpingBehavior_7","PerformancePressure_1","PerformancePressure_2","PerformancePressure_3","PerformancePressure_4","ProactivePerformance_1","ProactivePerformance_2","TeamAdapt_1","TeamAdapt_2","TeamAdapt_3","Intra_Competition_1","Intra_Competition_2","Intra_Competition_3","Intra_Competition_4","ClientSatisfaction","No.Complaints","No.IdeasContributed","TurnaroundTime","Gender","Age"
"51",0,12,121,3,6,3,4,3,2,6,7,6,4,3,6,5,4,3,5,3,5,6,6,3,2,3,3,5,6,6,5,2,4,5,4,3,3,3,2,3,1,1,2,2,6,4,5,2,6,2,7,5,3,6,6,6,6,6,5,6,3,4,6,5,2,6,3,3,5,5,4,5,6,6,3,5,6,3,6,6,5,3,6,6,6,6,5,6,"5","5","4","4","6","6","7","5","5","6","6","2","3","4","5","3","3","4","4","3","1","4","3","3","0.85","7","6","4",2,"22"
"52",0,12,122,5,7,5,5,7,6,3,6,5,2,3,6,2,3,5,6,5,6,3,6,3,3,3,3,4,4,4,4,5,5,3,3,3,4,4,4,3,3,3,3,3,5,5,5,2,5,3,5,3,5,5,5,2,6,6,6,5,5,2,2,6,2,5,3,6,6,6,5,6,2,6,2,7,6,6,6,6,2,6,2,6,6,6,2,5,"3","3","4","4","6","6","6","6","6","6","6","6","4","4","2","3","3","4","4","4","6","3","2","6","0.85","7","8","4",1,"25"
"53",0,12,123,6,6,5,5,6,6,5,6,5,6,6,6,5,5,5,6,5,6,5,6,4,4,3,2,5,3,5,6,1,1,1,1,5,5,6,1,1,2,3,1,1,5,1,5,1,6,5,6,2,7,5,6,1,6,3,5,5,6,2,1,6,5,5,1,7,6,4,2,6,5,6,5,6,6,7,5,6,5,5,3,6,6,6,2,6,"4","4","4","5","5","6","5","6","5","5","5","6","5","6","6","3","4","3","3","4","6","2","5","5","0.85","7","7","3",1,"28"
"54",0,12,124,1,7,7,1,7,7,1,7,2,1,7,1,1,7,7,1,6,7,7,1,3,4,3,3,5,5,5,3,2,2,2,1,1,2,6,1,1,1,1,1,1,2,1,6,1,6,5,5,1,5,5,5,1,5,1,5,5,7,1,1,6,1,6,1,6,5,5,1,5,1,5,1,6,6,6,1,5,5,7,2,6,6,7,1,6,"3","4","4","4","6","5","5","6","6","5","5","6","5","6","6","3","3","4","3","4","6","1","5","6","0.85","7","8","2",1,"29"
"55",0,12,125,7,6,2,7,1,2,5,6,6,6,2,5,6,2,6,6,6,2,1,6,2,3,3,3,6,5,5,6,4,3,2,4,3,3,2,1,1,1,1,1,1,7,2,4,2,7,1,1,1,7,6,7,2,7,5,5,7,6,3,4,6,1,7,5,4,5,6,6,6,5,5,2,6,6,5,6,6,3,6,4,6,6,7,3,6,"2","5","4","3","6","5","5","6","7","7","7","4","6","2","6","4","4","2","4","5","7","4","1","5","0.85","7","8","3",2,"29"
"56",1,12,1012,7,7,1,6,7,5,3,6,4,3,4,7,1,4,6,7,5,3,3,6,3,2,3,1,7,6,5,6,1,2,2,7,1,2,2,1,4,1,2,1,2,3,2,6,2,5,5,6,1,5,7,7,1,7,5,5,5,7,2,2,5,5,7,3,5,5,6,6,6,4,6,5,6,5,6,6,6,5,4,5,6,2,7,1,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1,"24"
"57",0,13,131,7,3,2,6,3,1,6,6,7,7,2,5,1,1,6,5,7,7,3,5,4,4,4,4,5,3,6,6,2,2,1,2,5,6,7,3,1,1,1,1,1,6,1,6,1,5,2,6,1,7,7,7,1,7,1,7,7,7,1,1,7,2,6,1,6,7,7,1,7,7,7,1,7,7,7,7,7,5,7,1,7,7,7,1,7,"2","3","3","3","5","5","6","6","6","5","5","6","6","6","6","4","4","4","4","4","5","5","5","6","0.9","4","5","8",1,"34"
"58",0,13,132,6,6,5,3,3,3,5,4,6,2,2,6,2,5,7,1,3,5,3,6,3,3,3,4,5,5,5,6,5,3,5,3,4,4,3,2,3,3,2,4,5,6,2,3,4,5,5,7,2,6,5,6,2,6,5,6,6,7,3,5,6,6,6,5,5,6,6,5,6,4,7,7,6,6,6,6,5,6,5,2,6,6,6,2,6,"3","4","2","3","6","6","6","7","7","6","6","2","5","5","6","3","3","2","4","3","5","3","3","6","0.9","4","6","9",1,"29"
"59",0,13,133,6,6,6,5,7,2,2,5,5,5,6,2,3,3,6,5,6,6,2,6,3,4,3,3,5,5,5,5,1,1,1,5,6,6,6,5,2,2,3,3,3,1,1,5,1,4,2,6,1,5,5,5,2,7,2,7,4,6,1,6,6,6,7,2,5,4,4,3,5,5,7,5,6,6,6,7,5,5,7,2,5,5,5,2,5,"3","3","3","3","5","6","6","5","6","6","6","5","5","5","6","3","3","3","3","4","6","6","5","6","0.9","4","8","7",1,"30"
"60",0,13,134,5,7,6,5,6,6,7,6,7,6,6,6,5,2,6,6,6,5,6,7,4,3,4,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,6,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,"1","1","1","2","6","7","6","7","7","7","7","5","5","6","6","4","5","2","3","4","6","6","2","2","0.9","4","5","6",1,"33"
"61",0,13,135,6,6,5,5,6,2,6,6,6,7,5,2,6,2,6,2,7,7,1,7,3,3,3,3,5,5,5,5,1,1,1,5,6,6,7,2,2,3,2,3,3,5,2,5,1,5,2,6,2,6,2,5,1,6,3,5,5,5,2,5,5,2,6,1,6,5,4,2,5,6,5,5,6,6,6,6,7,3,5,2,6,6,5,2,6,"4","3","4","3","5","5","6","5","5","5","5","5","6","5","5","3","3","3","3","3","5","5","5","5","0.9","4","7","8",1,"29"
"62",1,13,1013,6,7,7,5,6,6,6,7,6,7,7,6,6,1,6,2,6,6,2,6,3,4,3,4,6,2,6,5,3,2,2,5,5,2,6,3,3,2,1,4,3,2,2,6,2,5,6,6,2,6,6,6,1,7,5,7,7,3,1,5,5,2,5,1,6,5,5,2,6,6,6,6,6,6,6,6,6,5,6,2,6,5,6,2,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1,"42"
"63",0,14,141,5,5,5,6,5,5,5,6,5,6,2,6,6,1,5,5,6,6,2,6,3,3,3,3,5,5,5,5,1,1,1,1,5,5,5,1,1,1,1,1,1,2,2,5,1,5,2,5,3,6,7,5,1,6,2,7,6,7,1,1,5,1,6,1,7,7,5,5,5,6,7,5,6,6,5,6,6,5,6,1,6,7,6,1,6,"3","3","3","3","6","5","5","4","6","5","5","5","5","5","5","3","3","3","3","4","5","5","5","7","0.93","2","3","16",1,"30"
"64",0,14,142,5,7,7,4,5,4,6,6,4,6,2,6,3,2,5,3,3,7,6,6,4,3,4,3,6,6,6,7,2,2,2,1,5,6,6,6,3,2,2,3,5,7,1,6,1,6,1,6,3,6,6,7,1,6,1,6,7,6,1,1,6,4,6,1,6,6,4,5,6,5,7,5,6,6,6,6,7,1,7,5,6,7,6,1,7,"4","4","3","4","5","6","6","7","5","6","6","4","4","4","6","4","4","3","4","4","5","4","4","5","0.93","2","2","18",2,"26"
"65",0,14,143,5,7,6,7,7,6,2,7,7,2,5,7,7,5,2,4,2,6,6,7,4,5,4,4,7,7,7,7,7,2,2,2,4,4,4,4,6,2,4,5,5,5,2,2,3,6,7,7,1,7,6,6,2,7,7,7,6,6,2,4,6,6,6,2,6,6,6,4,6,6,6,6,6,6,6,6,6,5,6,4,5,6,6,2,4,"3","5","5","4","6","7","7","7","6","7","6","7","7","5","7","4","5","5","5","5","7","7","7","7","0.93","2","1","20",1,"26"
"66",0,14,144,6,6,6,5,6,5,5,6,5,6,5,5,6,2,6,2,6,6,5,6,4,3,3,4,5,5,6,5,1,2,1,5,5,5,6,2,2,2,1,2,2,5,2,6,1,5,5,6,2,6,5,5,1,6,2,6,5,5,2,3,6,3,6,3,6,6,5,2,5,5,7,5,7,6,5,6,2,6,6,2,6,5,6,2,6,"3","3","3","4","6","5","6","6","5","6","5","6","5","6","6","3","3","3","3","4","5","5","5","5","0.93","2","2","21",1,"27"
"67",1,14,1014,1,7,7,7,7,1,7,7,7,7,7,7,7,1,7,7,7,7,1,7,3,3,3,3,5,5,6,6,1,1,1,1,7,7,7,4,1,3,1,1,3,7,1,7,1,7,1,7,1,7,7,7,1,7,1,7,7,7,1,1,7,1,7,1,7,4,4,1,7,1,7,1,7,7,7,7,7,7,7,1,7,1,7,1,1,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1,"34"
"68",0,15,151,4,7,4,4,7,4,5,6,4,7,3,5,1,1,7,7,4,4,5,6,3,3,3,4,5,3,5,7,1,1,1,1,1,1,4,4,2,4,3,2,4,7,1,7,1,7,1,7,5,7,7,7,1,1,1,7,7,7,1,4,7,7,7,1,5,5,6,7,7,1,6,4,7,7,7,7,7,2,7,1,7,6,7,7,7,"3","3","3","3","5","7","7","7","7","7","7","7","7","3","6","3","3","5","5","5","5","7","5","5","0.88","5","5","15",1,"26"
"69",0,15,152,4,6,5,3,5,4,5,3,3,2,6,4,5,4,5,5,2,3,5,5,3,3,3,3,5,4,4,4,4,2,2,2,2,2,2,2,4,1,1,1,1,4,3,4,4,5,4,6,2,4,4,6,1,7,7,3,6,7,2,2,6,3,4,4,6,6,5,4,4,3,4,4,7,6,6,7,6,1,7,2,5,4,7,3,4,"4","3","4","4","5","7","6","6","6","6","6","4","4","4","3","3","3","3","3","2","4","3","5","3","0.88","5","6","14",1,"23"
"70",0,15,153,3,7,6,1,7,6,2,6,4,2,6,4,7,2,6,1,6,6,6,6,5,4,4,4,6,6,6,7,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6,1,6,4,7,6,6,6,7,1,6,1,6,6,6,1,1,6,6,6,1,6,6,4,2,6,6,6,6,6,6,6,6,6,1,6,5,6,6,6,5,6,"4","3","4","3","6","7","7","7","7","7","7","4","2","2","4","4","4","3","5","5","1","2","2","2","0.88","5","4","18",1,"25"
"71",0,15,154,5,3,5,7,2,2,6,6,5,6,3,6,2,2,6,6,5,5,2,6,3,4,3,3,2,6,5,6,5,6,2,7,4,4,5,3,4,4,2,5,5,4,6,6,7,3,4,6,2,6,2,7,2,6,4,6,5,6,3,3,7,3,6,3,6,6,6,3,7,3,7,3,7,6,6,6,5,2,6,2,7,6,6,4,6,"4","3","2","4","7","6","6","6","6","6","6","2","2","1","2","2","3","2","1","3","6","2","5","6","0.88","5","5","16",1,"24"
"72",1,15,1015,3,5,6,2,6,6,2,6,3,5,6,6,5,6,6,3,3,6,5,6,3,3,3,3,5,2,6,4,1,1,1,4,4,5,6,2,3,1,2,2,3,6,2,6,2,5,2,6,2,6,6,6,2,6,5,6,6,6,2,3,5,2,6,2,6,5,5,2,6,5,6,2,5,5,6,6,6,5,6,2,6,6,6,2,4,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1,"44"
"73",0,16,161,7,6,5,5,3,3,6,7,5,7,5,2,5,1,6,5,6,6,2,5,3,3,4,3,5,5,5,5,2,1,2,5,6,6,6,5,2,2,1,2,2,5,3,5,2,6,5,6,3,5,5,5,3,6,4,5,5,5,3,4,6,4,7,3,5,6,6,2,6,6,6,5,6,6,6,6,6,5,6,3,5,6,5,3,5,"3","3","4","3","5","5","6","6","5","5","5","5","5","5","6","3","3","3","3","3","6","6","6","6","0.94","1","10","28",1,"36"
"74",0,16,162,6,7,4,7,7,4,7,5,6,1,5,6,6,1,5,4,6,6,6,6,2,2,3,3,2,3,5,4,3,4,2,3,2,2,3,2,2,3,3,2,2,3,4,4,4,3,2,4,4,4,3,1,2,2,2,1,1,3,3,2,3,2,2,2,2,3,3,3,2,2,3,4,5,4,2,5,4,3,2,3,4,3,2,2,1,"4","2","4","4","5","4","3","3","4","3","2","3","4","5","3","3","3","2","3","3","5","4","3","4","0.94","1","11","24",1,"26"
"75",0,16,163,3,6,6,5,5,3,5,5,4,3,3,3,5,1,5,2,1,1,5,6,2,4,3,3,5,2,5,2,1,2,3,3,2,3,4,3,3,4,2,2,3,6,1,6,1,6,1,6,2,6,6,7,2,7,2,7,7,7,2,2,7,2,3,2,6,6,6,2,6,2,6,2,2,6,6,3,6,2,6,2,6,6,6,2,6,"3","2","4","2","6","5","5","6","5","5","5","5","5","3","6","2","2","1","4","3","3","2","3","1","0.94","1","6","30",1,"32"
"76",0,16,164,6,6,2,5,6,2,6,7,6,7,7,1,7,1,7,1,7,7,1,6,3,3,3,4,5,5,5,5,2,1,1,4,5,5,5,5,1,1,1,1,1,5,4,5,1,5,5,5,3,6,5,2,1,6,5,6,6,6,2,1,6,1,6,1,6,5,6,1,4,4,6,4,6,6,6,6,1,5,7,1,6,5,6,2,7,"3","3","4","3","5","5","6","6","5","6","5","5","6","6","6","3","4","3","3","3","5","5","6","5","0.94","1","8","30",1,"31"
"77",0,16,165,3,7,5,5,6,2,5,6,6,5,5,6,2,4,5,4,5,6,2,6,3,3,3,3,5,5,5,6,3,2,1,1,5,5,5,3,3,3,2,1,1,2,1,4,5,4,2,6,2,6,6,4,2,6,6,5,4,6,5,5,6,3,6,2,6,5,5,3,5,6,6,6,6,6,6,2,5,5,6,6,6,6,6,6,7,"3","2","3","4","6","6","6","6","6","6","6","6","6","6","6","3","3","3","4","1","6","5","5","6","0.94","1","10","29",2,"27"
"78",1,16,1016,5,6,5,6,6,5,6,6,6,6,5,6,6,2,7,5,6,6,5,6,3,3,3,3,5,2,5,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2,7,1,5,2,5,2,6,5,6,2,6,5,5,6,5,2,2,5,2,5,2,5,6,2,2,6,2,5,2,5,5,5,5,2,5,5,2,5,6,6,1,5,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1,"33"
"79",0,17,171,6,5,2,6,3,2,7,5,5,6,2,6,6,6,6,2,2,5,2,5,4,3,3,3,6,2,6,6,4,6,4,4,2,2,5,5,3,1,1,1,1,2,2,3,2,6,4,6,4,4,5,6,2,6,2,4,6,6,2,2,5,4,5,2,4,4,4,2,2,5,6,3,2,6,5,6,6,4,5,4,5,4,7,4,4,"4","4","3","3","6","5","6","6","7","5","6","5","4","5","4","4","3","3","4","4","6","5","3","6","0.99","0","9","22",1,"34"
"80",0,17,172,6,7,6,5,7,5,5,7,5,7,7,5,7,1,7,1,7,7,1,7,3,3,3,3,5,6,5,6,1,1,1,5,5,5,6,3,3,1,2,3,1,1,1,7,1,5,1,5,2,6,5,6,2,7,1,6,3,6,2,3,5,2,7,2,7,5,6,2,6,6,7,6,7,7,6,5,3,3,6,5,6,6,6,1,6,"3","3","4","4","5","5","6","6","6","5","6","6","6","6","5","3","3","3","4","3","6","5","6","6","0.99","0","8","20",1,"35"
"81",0,17,173,3,6,3,5,6,6,3,3,3,3,4,3,2,4,5,5,4,4,3,4,1,1,2,1,2,2,2,2,1,2,2,2,4,5,5,3,2,2,2,2,3,2,4,5,5,3,5,4,3,3,3,3,5,5,4,3,4,4,5,5,5,5,4,4,3,4,4,4,4,4,2,3,3,4,2,4,4,4,4,4,4,4,4,4,4,"3","4","4","4","4","4","4","4","3","3","4","3","5","5","4","2","3","4","4","3","3","4","4","4","0.99","0","9","18",1,"29"
"82",0,17,174,7,7,5,7,7,2,3,7,7,7,7,5,7,2,6,6,1,7,1,7,3,4,5,5,7,1,7,7,1,1,1,1,5,5,2,1,2,6,3,6,4,1,5,2,1,7,4,7,1,7,7,7,1,6,1,6,6,7,1,1,7,6,5,1,6,6,5,6,6,1,5,2,5,7,7,5,5,2,6,1,6,6,6,1,1,"3","5","2","1","7","7","7","7","7","7","6","1","1","2","2","3","4","5","5","4","1","1","5","1","0.99","0","9","18",1,"39"
"83",1,17,1017,5,7,7,5,7,5,5,7,5,7,7,5,7,2,6,2,6,6,2,6,3,3,3,3,6,6,6,5,2,1,1,5,5,4,5,2,2,1,3,2,2,5,1,6,1,5,2,5,1,1,1,5,3,6,3,6,6,6,2,2,6,5,6,2,6,5,2,2,6,2,6,5,6,6,6,5,6,2,6,2,6,6,6,2,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1,"37"
"84",0,18,181,5,6,2,6,6,3,5,4,4,5,1,3,3,5,6,5,3,3,1,4,3,4,3,1,5,6,6,6,4,4,4,4,4,4,4,4,3,3,3,1,4,3,2,3,5,6,6,5,4,4,4,2,1,3,4,5,4,5,5,6,6,5,3,4,4,5,6,5,5,4,4,3,1,4,4,4,6,4,3,4,2,1,4,5,4,"4","3","3","4","3","6","6","6","6","6","6","6","6","6","6","4","4","3","4","3","6","6","5","5","0.95","2","6","22",1,"31"
"85",0,18,182,5,6,6,5,4,5,5,6,2,5,6,2,6,3,5,5,5,6,2,6,3,4,4,3,5,5,5,6,1,1,1,2,2,2,5,3,1,1,2,2,2,5,3,6,1,4,5,7,3,5,5,5,3,6,4,6,6,5,2,2,6,2,6,2,7,4,5,3,3,3,7,5,6,6,6,6,6,5,6,2,7,5,6,2,6,"3","4","4","3","5","6","5","5","6","5","5","5","6","6","5","3","3","3","4","3","5","5","5","6","0.95","2","7","24",1,"27"
"86",0,18,183,5,7,6,3,4,3,5,3,3,6,2,5,3,2,5,4,2,6,5,6,3,3,3,3,6,7,7,7,2,2,2,1,6,5,6,5,4,1,1,3,3,5,3,6,2,7,1,7,3,6,6,7,1,7,5,7,7,6,2,2,6,2,6,2,5,6,6,2,6,4,7,2,5,6,6,5,6,5,5,5,6,7,6,2,6,"4","3","4","4","6","6","6","6","7","6","7","5","3","4","3","4","4","3","4","3","5","3","3","5","0.95","2","7","21",1,"29"
"87",0,18,184,1,7,2,3,3,2,5,6,6,7,5,2,2,3,5,5,5,3,1,7,3,4,4,4,6,1,6,6,3,1,1,1,3,2,6,2,6,1,1,1,1,2,1,7,1,6,3,6,2,7,6,6,1,7,2,6,7,6,2,2,7,6,7,2,6,6,6,4,7,5,6,6,6,7,7,1,3,2,4,3,6,6,7,2,4,"4","4","3","4","6","6","6","6","7","7","7","5","5","4","3","3","4","4","4","4","6","5","3","1","0.95","2","7","19",2,"28"
"88",1,18,1018,6,7,5,6,5,3,6,6,7,5,6,7,5,2,6,5,5,6,5,6,3,3,3,3,5,3,5,5,2,1,2,4,3,3,6,2,1,1,2,2,1,1,3,6,1,5,2,6,2,6,4,4,2,7,5,6,4,7,1,1,7,6,6,2,6,5,6,2,6,5,7,5,6,7,5,6,3,6,7,2,6,6,6,2,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1,"33"
"89",0,19,191,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,3,3,3,3,6,2,6,7,5,2,2,2,2,3,2,2,1,1,1,1,1,7,1,4,1,7,1,7,4,7,4,7,4,7,4,7,7,7,4,2,7,4,7,2,7,7,6,6,7,7,5,2,4,7,7,7,6,1,7,1,7,5,7,4,7,"3","3","3","3","6","6","6","6","6","6","6","3","2","2","6","3","3","1","2","2","2","2","2","2","0.9","4","8","18",1,"28"
"90",0,19,192,6,7,7,6,5,6,6,4,4,2,3,4,4,3,6,5,6,5,6,6,4,5,4,4,7,6,7,7,6,4,3,1,5,6,7,4,5,5,6,5,4,3,1,2,6,7,4,7,7,7,7,7,7,7,7,7,7,7,6,1,6,1,1,3,5,6,6,6,6,7,5,5,6,5,7,7,5,6,5,6,5,5,7,6,6,"4","5","4","5","7","7","7","6","7","6","6","7","6","7","7","5","4","4","3","4","6","6","6","6","0.9","4","8","20",1,"35"
"91",0,19,193,7,7,1,7,7,1,7,7,7,7,7,1,7,1,7,1,7,7,1,7,3,3,3,3,5,5,6,5,1,1,1,1,5,5,5,1,1,1,1,1,1,5,1,6,2,7,1,6,1,6,1,5,1,6,1,6,6,6,1,1,5,1,6,1,7,6,2,1,2,1,6,1,6,6,6,1,6,6,6,1,1,6,1,1,5,"3","3","3","3","6","6","6","6","6","6","6","5","5","2","5","3","3","3","3","3","5","2","6","7","0.9","4","7","22",1,"27"
"92",0,19,194,2,6,6,5,6,3,5,4,5,6,2,5,2,3,2,3,2,2,2,6,4,3,4,4,7,7,7,7,2,1,1,5,6,6,6,5,4,1,1,2,2,6,6,6,5,6,6,7,5,6,6,6,2,7,5,7,6,7,2,7,7,5,7,6,7,6,6,5,6,7,7,3,7,6,6,5,6,5,5,5,7,7,7,5,7,"4","4","4","5","6","5","6","6","6","6","6","3","3","3","5","3","4","4","4","5","5","2","5","5","0.9","4","6","19",2,"28"
"93",1,19,1019,6,6,2,6,6,2,6,6,6,6,6,6,6,2,6,6,6,6,2,6,3,3,3,4,6,5,5,5,1,1,1,6,5,5,6,1,2,2,3,2,1,1,1,7,1,5,7,5,1,6,5,5,1,6,1,6,4,6,1,1,6,6,6,1,6,5,5,1,7,1,4,6,7,7,7,7,1,1,7,1,5,2,6,2,2,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1,"37"
"94",0,20,201,5,6,6,5,4,3,5,6,4,6,3,6,1,2,5,3,2,6,6,6,4,3,3,4,7,6,5,6,2,2,1,1,6,6,6,5,2,2,1,4,4,5,2,6,2,6,3,6,3,6,5,6,1,6,5,6,6,6,2,2,5,2,6,3,6,5,4,5,6,6,5,4,6,5,6,6,5,4,6,5,5,4,6,2,5,"4","3","4","4","6","6","5","6","6","6","6","3","3","4","6","4","4","4","4","4","5","5","3","4","0.95","1","12","27",1,"34"
"95",0,20,202,1,6,2,6,3,3,7,3,2,3,2,7,4,5,4,3,2,2,2,6,3,3,3,3,7,2,6,5,2,1,1,1,5,4,2,1,4,2,1,1,2,5,3,6,2,4,2,6,5,6,6,7,3,7,5,6,6,6,2,5,6,5,7,1,7,6,5,2,3,5,6,1,7,6,5,4,7,1,7,2,6,2,7,5,1,"3","4","4","4","6","6","5","6","6","6","6","4","3","5","5","4","4","5","4","4","5","2","2","2","0.95","1","13","25",2,"29"
"96",0,20,203,5,4,2,6,2,1,4,3,4,4,5,5,1,3,7,5,5,5,2,5,2,3,3,4,4,5,4,6,4,3,5,4,4,5,4,4,2,3,3,4,4,3,5,6,7,5,4,2,4,4,3,2,1,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,3,5,5,4,6,4,3,5,3,4,4,4,5,3,4,3,"2","3","4","4","3","3","6","6","5","3","3","2","3","5","4","2","3","3","4","4","4","4","4","5","0.95","1","12","23",1,"25"
"97",0,20,204,5,7,5,5,7,5,5,7,7,7,5,1,6,1,6,5,6,7,3,6,4,4,3,2,5,5,5,6,2,2,2,4,4,5,6,5,1,2,2,2,2,2,2,6,3,5,3,6,2,5,5,2,1,6,5,5,6,7,1,1,6,1,6,1,6,5,5,2,6,5,7,5,6,6,5,5,6,1,5,3,6,6,7,2,5,"3","4","3","4","5","6","5","6","5","6","6","5","6","5","5","4","3","3","3","3","5","6","6","5","0.95","1","15","24",1,"33"
"98",1,20,1020,1,7,7,1,7,7,1,7,1,7,7,7,7,5,7,1,1,7,5,6,3,3,3,3,5,3,4,4,2,2,2,2,2,5,6,5,1,2,2,3,3,5,2,5,1,5,1,5,1,5,5,5,2,6,2,6,2,1,2,2,5,5,6,2,5,4,3,2,6,2,5,5,6,6,5,5,7,2,6,2,6,6,6,3,5,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1,"32"
"99",0,21,211,6,6,5,7,1,5,7,5,6,7,2,6,5,6,6,5,6,5,5,5,3,3,4,3,6,6,6,7,3,3,2,5,3,6,7,2,3,3,2,4,4,5,3,5,4,6,6,7,2,6,7,7,2,3,2,6,7,5,2,2,7,3,6,2,7,6,6,2,6,4,6,6,7,6,7,7,5,3,6,2,7,7,6,3,6,"3","4","3","4","6","6","7","7","7","6","6","5","5","6","4","5","5","3","5","5","5","5","7","6","0.99","1","8","24",1,"28"
"100",0,21,212,3,4,3,3,6,4,4,6,6,5,7,6,6,6,6,6,6,6,5,6,4,4,5,4,5,5,6,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,3,4,4,4,4,4,5,4,4,4,6,5,5,4,5,4,6,5,6,3,5,"3","4","4","4","6","6","6","6","6","6","6","4","4","4","4","3","2","4","4","4","6","5","5","5","0.99","1","6","22",1,"27"
"101",0,21,213,5,7,6,5,7,6,6,7,7,7,7,5,7,7,7,7,6,4,7,7,1,3,2,4,3,3,5,1,3,3,2,4,7,7,7,7,3,4,4,4,1,3,3,4,5,7,7,7,7,7,6,6,5,4,3,4,5,5,6,5,5,6,5,7,6,4,6,5,5,6,6,6,6,5,5,7,4,5,7,7,7,7,6,6,6,"5","4","5","1","7","7","6","6","6","7","7","7","6","6","6","3","4","4","1","2","6","6","6","6","0.99","1","3","24",1,"29"
"102",0,21,214,4,6,4,5,6,3,2,4,4,4,6,7,4,3,4,6,3,4,3,6,4,3,4,3,6,6,6,5,4,4,4,4,2,4,5,3,5,1,1,4,1,5,3,6,4,6,4,7,2,6,7,7,4,7,5,4,7,7,2,5,6,5,5,5,6,6,6,5,7,5,7,5,6,7,7,5,6,5,5,2,6,7,7,2,7,"3","4","4","4","6","6","6","7","7","6","6","4","5","6","6","3","4","3","4","5","5","4","3","3","0.99","1","8","23",1,"22"
"103",0,21,215,6,6,2,4,3,3,5,6,4,6,3,6,5,2,6,4,2,6,6,6,3,3,3,4,6,6,7,7,2,2,1,1,6,6,7,6,2,1,1,4,3,5,2,6,2,6,3,6,2,6,5,6,1,6,3,6,6,6,2,2,6,4,6,2,6,6,5,4,6,5,6,5,6,6,6,5,7,2,6,5,6,7,6,1,7,"4","4","3","4","6","6","6","5","5","6","6","4","4","3","6","4","4","4","5","4","5","4","3","3","0.99","1","9","22",1,"29"
